title,totalScore,reviewsCount,street,city,website,phone,url,categoryName,Instagram,Tiktok,Facebook,YT,Jumlah OTA,Status,jumlah_sosmed_ota,kategori,kategori_ota,has_website,has_phone,cluster,tier
Airy Kuta Pura Mertasari Dua 9 Bali,5.0,1,Jl.Pura Mertasari II/ 9 Sunset Road ( Belakang sushi tei),Bali,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Kuta%20Pura%20Mertasari%20Dua%209%20Bali&query_place_id=ChIJG_Br_spG0i0RHmK55q3J-7M,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Airy Legian Batu Pageh Gang Melan Kuta Bali,5.0,1,"75RF+975, Jl. Batu Pageh Gg. Melani",Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Legian%20Batu%20Pageh%20Gang%20Melan%20Kuta%20Bali&query_place_id=ChIJx1oZm8ZG0i0RVd7IKsMXLpw,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Airy Legian Shri Lakshmi Kuta Bali,5.0,1,Jl. Shri Lakshmi No.27,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Legian%20Shri%20Lakshmi%20Kuta%20Bali&query_place_id=ChIJ1ST7lNlG0i0RhV659NGrhyU,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Airy Premier Legian Padma Kuta Bali,5.0,1,"75V9+JH4, Jl. Padma",Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Premier%20Legian%20Padma%20Kuta%20Bali&query_place_id=ChIJqd_xDcNG0i0RzzmI1BW4jUY,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Alaya Resort,5.0,2,Gg. Puspa Ayu No.99,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Alaya%20Resort&query_place_id=ChIJ08s4SKFG0i0RgMfR2m-HX4E,Hotel,True,True,True,False,5,UDA DI CEK,8,Sedang,Rendah,0,0,3,4
Amayi Resort Nusa Dua Bali,5.0,63,5695+3M,Badung Regency,https://www.amayiresort.com/,62 858-9530-8888,https://www.google.com/maps/search/?api=1&query=Amayi%20Resort%20Nusa%20Dua%20Bali&query_place_id=ChIJK2vtJwBd0i0RkU2mEwYgB-I,Villa,True,False,False,False,2,UDA DI CEK,3,Rendah,Rendah,1,1,0,1
AMELIA D. ART DECO SUITES,5.0,15,Jl. Belong I No.9,Badung Regency,https://ameliadsuites.com/,62 822-3143-1363,https://www.google.com/maps/search/?api=1&query=AMELIA%20D.%20ART%20DECO%20SUITES&query_place_id=ChIJZ3TW1GNH0i0RNxS1-7KcpqM,Hotel,True,False,True,False,2,UDA DI CEK,4,Rendah,Rendah,1,1,0,1
Asana Santhi Willy Hotel,5.0,1,Jl. Bakung Sari No.55,Badung Regency,,62 361 752273,https://www.google.com/maps/search/?api=1&query=Asana%20Santhi%20Willy%20Hotel&query_place_id=ChIJ_91tMrtG0i0RntMHONHpKQs,Hotel,False,False,False,False,0,UDA DI CEK,0,Rendah,Rendah,0,1,1,3
Aurora villa seminyak,5.0,48,Jl. Bidadari II Gg. 1 No.11,Badung Regency,,62 882-1932-9558,https://www.google.com/maps/search/?api=1&query=Aurora%20villa%20seminyak&query_place_id=ChIJh5PCf15H0i0RdSDe3H-CW70,Serviced accommodation,True,True,True,False,7,UDA DI CEK,10,Sedang,Sedang,0,1,1,3
Bagus Guest House,5.0,34,Jl. Majapahit Gg. Muria,Badung Regency,,62 819-1616-6616,https://www.google.com/maps/search/?api=1&query=Bagus%20Guest%20House&query_place_id=ChIJt8OJw2FH0i0RCKlWIqCoOxU,Guest house,True,False,False,False,8,UDA DI CEK,9,Sedang,Sedang,0,1,1,3
Bali Bidadari Villas,5.0,12,Jl. Bidadari No.9,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Bali%20Bidadari%20Villas&query_place_id=ChIJwdLXwjxH0i0RNBjnbUEurT4,Villa,True,False,True,True,11,UDA DI CEK,14,Tinggi,Sedang,0,0,3,4
Bali Cliff Top Villa,5.0,1,Jl. Dewi Sri No.98B,Badung Regency,,62 361 754370,https://www.google.com/maps/search/?api=1&query=Bali%20Cliff%20Top%20Villa&query_place_id=ChIJ5WuNgtpG0i0RPrnwlDtBYMY,Villa,False,False,False,False,4,UDA DI CEK,4,Rendah,Rendah,0,1,1,3
Belvilla Calm Woods Pandawa Beach,5.0,4,Jl. Sawangan Residence No.80361,Bali,https://www.oyorooms.com/232549/,62 21 29707601,https://www.google.com/maps/search/?api=1&query=Belvilla%20Calm%20Woods%20Pandawa%20Beach&query_place_id=ChIJ15tZxLRd0i0RLPuUHTVU7ZQ,Hotel,False,False,False,False,9,UDA DI CEK,9,Sedang,Sedang,1,1,0,1
Capital O 94458 Oka Legian Hotel,5.0,1,"75V9+HPP, Jl. Padma",Badung Regency,,62 817-788-016,https://www.google.com/maps/search/?api=1&query=Capital%20O%2094458%20Oka%20Legian%20Hotel&query_place_id=ChIJ7TEFDMNG0i0Rfy9PAtQee9Q,Hotel,True,False,True,True,11,UDA DI CEK,14,Tinggi,Sedang,0,1,1,3
Dekubu Villa 2,5.0,2,"75PG+XCQ, Gg. Pisang 3",Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Dekubu%20Villa%202&query_place_id=ChIJV_wN8d1H0i0RfscAgtk7MJ4,Hotel,True,False,True,False,7,UDA DI CEK,9,Sedang,Sedang,0,0,3,4
fave hotel,5.0,1,Jl. Sunset Road No.71,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=fave%20hotel&query_place_id=ChIJD1U4YQBH0i0RgGvoPR-aCAo,Hotel,True,False,True,False,12,UDA DI CEK,14,Tinggi,Sedang,0,0,3,4
Feldo Residence,5.0,2,75XF+RCF Near,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Feldo%20Residence&query_place_id=ChIJefz7GdtG0i0Ru__WYIZ28YU,Hotel,False,False,False,False,2,UDA DI CEK,2,Rendah,Rendah,0,0,3,4
Grand Inkuta,5.0,12,Jl. Dewi Saraswati III No.7,Badung Regency,https://grandinkuta.com/,62 813-9910-3999,https://www.google.com/maps/search/?api=1&query=Grand%20Inkuta&query_place_id=ChIJpfJbEu5H0i0RWB4p0iqnz_M,Serviced accommodation,True,True,True,False,8,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
Hening Kuta Stay,5.0,88,Gg. Sadasari Gg. Klp. No.7,Badung Regency,,62 813-9826-7809,https://www.google.com/maps/search/?api=1&query=Hening%20Kuta%20Stay&query_place_id=ChIJH9pbGABH0i0Ro0EX9nvdEAw,Guest house,True,False,False,False,8,UDA DI CEK,9,Sedang,Sedang,0,1,1,3
Hotel Kuta Bolapelangi,5.0,1,Jl. Raya Kuta No.1,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Kuta%20Bolapelangi&query_place_id=ChIJsWFKkORH0i0RPtQwq1V4LBU,Hotel,False,False,False,False,6,UDA DI CEK,6,Rendah,Rendah,0,0,3,4
Hotel Kuta Doctor Hospital Tomate,5.0,1,Jl. Pararaton Raya Jl. Dewi Sri No.9,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Kuta%20Doctor%20Hospital%20Tomate&query_place_id=ChIJV83COtBH0i0R8e8ZU8nmZ_g,Hotel,False,False,False,False,2,UDA DI CEK,2,Rendah,Rendah,0,0,3,4
Hotel Nagasari,5.0,1,Jl. Bakung Sari No.37,Badung Regency,,62 361 751960,https://www.google.com/maps/search/?api=1&query=Hotel%20Nagasari&query_place_id=ChIJbaqzyKRG0i0RXM7wbGubDsY,Hotel,False,False,False,False,5,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Hotel O Denpasar Near Transtudio Mall Formerly Ulun Suwi Guesthouse,5.0,1,"856P+8QG, Gg. Ulun Suwi",Denpasar City,,62 817-788-016,https://www.google.com/maps/search/?api=1&query=Hotel%20O%20Denpasar%20Near%20Transtudio%20Mall%20Formerly%20Ulun%20Suwi%20Guesthouse&query_place_id=ChIJcZHjECtH0i0R86ZmDcF8A0k,Hotel,False,False,False,False,8,UDA DI CEK,8,Sedang,Sedang,0,1,1,3
Hotel Sri Kusuma,5.0,1,Jln Legian No.83a,Badung Regency,https://amaia-recomends-you.eu/hotel-sri-kusuma-indonesia,62 361 751201,https://www.google.com/maps/search/?api=1&query=Hotel%20Sri%20Kusuma&query_place_id=ChIJLQTKCrlG0i0RXE5z9Hl5hsc,Hotel,True,False,False,False,3,UDA DI CEK,4,Rendah,Rendah,1,1,0,1
Hotel Uma sapna bali vila Bali murah,5.0,1,Jl. Patih Jelantik,Badung Regency,,62 812-2991-3621,https://www.google.com/maps/search/?api=1&query=Hotel%20Uma%20sapna%20bali%20vila%20Bali%20murah&query_place_id=ChIJ7zV-EvZH0i0Ry3WJ6NVe-8U,Hotel,True,False,True,False,9,UDA DI CEK,11,Sedang,Sedang,0,1,1,3
HZ Jarod De Bali,5.0,2,"Behind Sushi Kyuden restaurant, Jl. Pura Mertasari Jl. Sunset Road No.2",Badung Regency,,62 812-4607-2394,https://www.google.com/maps/search/?api=1&query=HZ%20Jarod%20De%20Bali&query_place_id=ChIJR7kec_JH0i0RlJaktjPKMS0,Resort hotel,False,False,True,False,2,UDA DI CEK,3,Rendah,Rendah,0,1,1,3
Jepun Bali Resort,5.0,1,Jl. Singaraja Amlapura No.100 Desa tembok Benoa Kuta Selatan Badung Bali,Badung Regency,,62 813-3852-6692,https://www.google.com/maps/search/?api=1&query=Jepun%20Bali%20Resort&query_place_id=ChIJu64M58RG0i0Rt9ZANHk8zhg,Hotel,True,False,True,True,9,UDA DI CEK,12,Sedang,Sedang,0,1,1,3
Kahakai Lodge Bali,5.0,5,Jl. Beji Ayu VI,Denpasar City,https://www.instagram.com/kahakailodgebali,,https://www.google.com/maps/search/?api=1&query=Kahakai%20Lodge%20Bali&query_place_id=ChIJxa19OaBH0i0Rit6sMn5Qd7g,Hotel,True,False,False,False,6,UDA DI CEK,7,Sedang,Rendah,1,0,2,2
Mastapa Garden Hotel,5.0,1,Jln Legian No.139,Badung Regency,,62 623 61751660,https://www.google.com/maps/search/?api=1&query=Mastapa%20Garden%20Hotel&query_place_id=ChIJlTayucZG0i0Re-daGh3LRhk,Hotel,False,False,False,False,2,UDA DI CEK,2,Rendah,Rendah,0,1,1,3
Mekarsari Beach Inn,5.0,8,"75R9+3Q4, Gg. Senen",Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Mekarsari%20Beach%20Inn&query_place_id=ChIJCXDHDsdH0i0Rm85uJwUBRq0,Hotel,False,False,False,False,4,UDA DI CEK,4,Rendah,Rendah,0,0,3,4
Melloni Cliff Castle,5.0,35,Jl. Asmara Villa No.lot 1,Badung Regency,http://www.melloni.cc/,62 812-2666-3343,https://www.google.com/maps/search/?api=1&query=Melloni%20Cliff%20Castle&query_place_id=ChIJywmYZQBB0i0RKFOBvTqQWqI,Villa,True,True,True,True,0,UDA DI CEK,4,Rendah,Rendah,1,1,0,1
OceaniQ Resort Nusa Dua,5.0,1,56J9+9C3,Badung Regency,https://eng.oceaniq-nusadua.com/,62 811-3960-5617,https://www.google.com/maps/search/?api=1&query=OceaniQ%20Resort%20Nusa%20Dua&query_place_id=ChIJXdWFdABd0i0R-d4XC2Bsl0E,Hotel,False,False,False,True,0,UDA DI CEK,1,Rendah,Rendah,1,1,0,1
OYO 3910 Teges Inn,5.0,6,"Ground Zero, Jl. Majapahit Gg. Teges No.39",Bali,https://www.oyorooms.com/h/105292?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BLI209&latitude=-8.71699&longitude=115.1784&locale=id,62 21 29707601,https://www.google.com/maps/search/?api=1&query=OYO%203910%20Teges%20Inn&query_place_id=ChIJC5j-ultH0i0RQkwRp8_RH3I,Hotel,True,True,True,True,8,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
OYO 90653 Balisee Guesthouse Kedonganan,5.0,1,"80361, Jl. Batas Kangin No.14",Bali,https://www.oyorooms.com/h/115038?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BLI282&latitude=-8.76823&longitude=115.1764&locale=id,62 21 29707601,https://www.google.com/maps/search/?api=1&query=OYO%2090653%20Balisee%20Guesthouse%20Kedonganan&query_place_id=ChIJiYTDadBF0i0RCKDDA6uwxys,Hotel,True,True,True,True,8,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
Pondok Angsaka,5.0,3,Jl. Pura Mertasari IV No.88A,Denpasar City,,62 812-3868-8033,https://www.google.com/maps/search/?api=1&query=Pondok%20Angsaka&query_place_id=ChIJzbfWq5BH0i0RCAV_k9d6Fpk,Extended stay hotel,False,False,False,False,0,UDA DI CEK,0,Rendah,Rendah,0,1,1,3
Pronoia Beach Resort - Deluxe Villa,5.0,8,,Badung Regency,https://br.bluepillow.com/search/5d40a70be24da4120ca9f9b4?dest=bkng&cat=apartment&lat=-8.76496&lng=115.17043&language=pt,,https://www.google.com/maps/search/?api=1&query=Pronoia%20Beach%20Resort%20-%20Deluxe%20Villa&query_place_id=ChIJcwTIBGZE0i0R-mBDPjVJUrw,Apartment,True,False,False,True,8,UDA DI CEK,10,Sedang,Sedang,1,0,2,2
Pronoia Beach Resort - One-Bedroom Villa,5.0,8,,Badung Regency,https://br.bluepillow.com/search/5d40a70be24da4120ca9f9b4/394260004?dest=bkng&cat=apartment&lat=-8.76496&lng=115.17043&language=pt,,https://www.google.com/maps/search/?api=1&query=Pronoia%20Beach%20Resort%20-%20One-Bedroom%20Villa&query_place_id=ChIJcwTIBGZE0i0RR3EL4gsar4w,Apartment,True,False,False,True,8,UDA DI CEK,10,Sedang,Sedang,1,0,2,2
Pronoia Beach Resort - Three-Bedroom Villa,5.0,8,,Badung Regency,https://www.freecancellations.com/search/F2cjQQEBFiUHV1BVXlkEEggLD0pgFlUQ?lat=-8.76496&lng=115.17043&language=de,,https://www.google.com/maps/search/?api=1&query=Pronoia%20Beach%20Resort%20-%20Three-Bedroom%20Villa&query_place_id=ChIJcwTIBGZE0i0REBDoRjjECak,Villa,True,False,False,True,8,UDA DI CEK,10,Sedang,Sedang,1,0,2,2
Pronoia Beach Resort - Two-Bedroom Villa,5.0,8,,Badung Regency,https://br.bluepillow.com/search/5d40a70be24da4120ca9f9b4/394260002?dest=bkng&cat=apartment&lat=-8.76496&lng=115.17043&language=pt,,https://www.google.com/maps/search/?api=1&query=Pronoia%20Beach%20Resort%20-%20Two-Bedroom%20Villa&query_place_id=ChIJcwTIBGZE0i0RsMMLk3eEyc8,Apartment,True,False,False,True,8,UDA DI CEK,10,Sedang,Sedang,1,0,2,2
Rama Hotels & Resorts Bali,5.0,2,"75GF+5J5, Jl. Bakung Sari",Badung Regency,http://ramahotelsbali.com/,62 623 61751864,https://www.google.com/maps/search/?api=1&query=Rama%20Hotels%20%26%20Resorts%20Bali&query_place_id=ChIJITh4J6VG0i0RGwGiU16bXI8,Hotel,True,False,True,False,12,UDA DI CEK,14,Tinggi,Sedang,1,1,0,1
Reddoorz Plus @ Shri Lakshmi Seminyak,5.0,1,Jl. Shri Lakshmi No.27,Badung Regency,,62 21 80629666,https://www.google.com/maps/search/?api=1&query=Reddoorz%20Plus%20%40%20Shri%20Lakshmi%20Seminyak&query_place_id=ChIJHSFQ69lG0i0REJwXKoqRz1Q,Hotel,True,True,True,True,5,UDA DI CEK,9,Sedang,Rendah,0,1,1,3
Saga Villas ULTRA,5.0,10,Jl. Braban No.29,Badung Regency,http://www.sagavillas.com/,62 811-1260-0600,https://www.google.com/maps/search/?api=1&query=Saga%20Villas%20ULTRA&query_place_id=ChIJr6neCjNH0i0RQ5KOtDd90jc,Villa,True,True,True,False,6,UDA DI CEK,9,Sedang,Rendah,1,1,0,1
Sari Jimbaran Guest House,5.0,5,Jl. Pantai Jimbaran No.2,Badung Regency,,62 361 704132,https://www.google.com/maps/search/?api=1&query=Sari%20Jimbaran%20Guest%20House&query_place_id=ChIJDaYawGZE0i0RaibJmWtUsU0,Hotel,True,False,False,False,6,UDA DI CEK,7,Sedang,Rendah,0,1,1,3
Sekeca Co-living,5.0,16,Jl. Raya Kuta Jl. Nyangnyang Sari No.8,Badung Regency,http://www.saviorealestateindonesia.com/,,https://www.google.com/maps/search/?api=1&query=Sekeca%20Co-living&query_place_id=ChIJS50ZIwBH0i0Rw6ZhRpOHvEo,Guest house,True,False,True,False,7,UDA DI CEK,9,Sedang,Sedang,1,0,2,2
Sunset Luxury Villa Bali,5.0,10,"855F+MW2, Jl. Yudistira",Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Sunset%20Luxury%20Villa%20Bali&query_place_id=ChIJDd15XzFH0i0R_66WrX1RoGA,Holiday apartment,True,False,True,False,1,UDA DI CEK,3,Rendah,Rendah,0,0,3,4
Sunset Palms Beach Villa,5.0,45,,Badung Regency,https://www.sunsetpalmsbeachvilla.com/,(310) 404-8130,https://www.google.com/maps/search/?api=1&query=Sunset%20Palms%20Beach%20Villa&query_place_id=ChIJWUzs2UVF0i0RX7Eef9iZEag,Hotel,True,False,True,True,8,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
The Lotus Spa,5.0,7,Jl. Pantai Kedonganan No.888,Badung Regency,https://www.lotuswellnessjimbaran.com/,62 857-9283-4965,https://www.google.com/maps/search/?api=1&query=The%20Lotus%20Spa&query_place_id=ChIJVbnd3iJF0i0RI0QXLhE6RZc,Hotel,True,True,False,False,5,UDA DI CEK,7,Sedang,Rendah,1,1,0,1
Townhouse Oak near Beach Walk Shopping,5.0,1,Jalan Werkudara Nusa No.532,Badung Regency,,62 804 104 0040,https://www.google.com/maps/search/?api=1&query=Townhouse%20Oak%20near%20Beach%20Walk%20Shopping&query_place_id=ChIJo8HL_L5G0i0RZwcAv8okOXU,Hotel,True,False,False,False,8,UDA DI CEK,9,Sedang,Sedang,0,1,1,3
TRIXIE AYU,5.0,3,Jl. Beji Ayu No.2,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=TRIXIE%20AYU&query_place_id=ChIJl3RgNxpH0i0R7JRLY2bHais,Hotel,True,False,False,False,3,UDA DI CEK,4,Rendah,Rendah,0,0,3,4
Trixie Yudistira,5.0,1,Jl. Yudistira I No.1,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Trixie%20Yudistira&query_place_id=ChIJ28j1KUFH0i0RdeDLsbZNY8I,Hotel,True,False,False,True,2,UDA DI CEK,4,Rendah,Rendah,0,0,3,4
Urbanview Hotel Grand Pudjawan Near Kuta Beach,5.0,6,75GG+68R,Badung Regency,,62 813-2227-795,https://www.google.com/maps/search/?api=1&query=Urbanview%20Hotel%20Grand%20Pudjawan%20Near%20Kuta%20Beach&query_place_id=ChIJ08q6Mj5H0i0RPclp7pCZ1Wk,Hotel,True,False,False,False,1,UDA DI CEK,2,Rendah,Rendah,0,1,1,3
Villa Aditya 1,5.0,2,"Nextdoor to CK mini mart, opposite Hotel Dafam Savoya, Jl. Mertanadi No.9",Badung Regency,,62 895-0821-5081,https://www.google.com/maps/search/?api=1&query=Villa%20Aditya%201&query_place_id=ChIJr5Rcy41H0i0R8bhF8nQM3os,Hotel,False,False,True,False,7,UDA DI CEK,8,Sedang,Sedang,0,1,1,3
villa asha,5.0,1,Jl. Dewi Sri IV No.4,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=villa%20asha&query_place_id=ChIJf7iLjtpG0i0R68nt62fdv7I,Hotel,True,True,True,False,3,UDA DI CEK,6,Rendah,Rendah,0,0,3,4
Villa Bali Paradise,5.0,15,"Jl. Sunset Road No.28 Seminyak, Kecamatan Kuta, Kabupaten Badung",Denpasar,,62 819-5711-7788,https://www.google.com/maps/search/?api=1&query=Villa%20Bali%20Paradise&query_place_id=ChIJQ0DrALhH0i0R5sphbu_8py0,Villa,True,False,True,True,5,UDA DI CEK,8,Sedang,Rendah,0,1,1,3
Villa Chandika,5.0,9,"Sari Dewi, Jl. Sari Dewi Gg. Sandat",Badung Regency,https://book.northern.estate/properties/624d562573c40e0033a42630,62 813-3850-6040,https://www.google.com/maps/search/?api=1&query=Villa%20Chandika&query_place_id=ChIJU7Fn1RJH0i0RfrJQAW39d88,Villa,False,False,False,False,4,UDA DI CEK,4,Rendah,Rendah,1,1,0,1
Villa Eden Seminyak,5.0,15,Jl. Bidadari No.36,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Villa%20Eden%20Seminyak&query_place_id=ChIJgcUHEl1H0i0RPnLoBPKoJPY,Hotel,True,True,True,True,12,UDA DI CEK,16,Tinggi,Sedang,0,0,3,4
Villa Jental,5.0,3,"855G+4MG, Gg. I",Badung Regency,,62 812-4640-0822,https://www.google.com/maps/search/?api=1&query=Villa%20Jental&query_place_id=ChIJ71_iEYNH0i0Rn-ebm_VFWBY,Hotel,False,False,False,False,0,UDA DI CEK,0,Rendah,Rendah,0,1,1,3
Villa Kinaree Estate - 5 Bedrooms Private Pool Villa,5.0,1,,Badung Regency,https://www.freecancellations.com/search/F2giQ1MAGSAAXFIBVVhYTQ8KV0syQF1H?lat=-8.68774&lng=115.15699&language=de,,https://www.google.com/maps/search/?api=1&query=Villa%20Kinaree%20Estate%20-%205%20Bedrooms%20Private%20Pool%20Villa&query_place_id=ChIJuXc5pRtH0i0RRRpdoCBacxc,Villa,True,False,False,False,4,UDA DI CEK,5,Rendah,Rendah,1,0,2,2
Villa Lodek Deluxe unit Villa No. 4,5.0,19,Jl. Basangkasa No. 27,Badung Regency,http://www.mavibalirentals.com/products/villa-lodek-deluxe,62 812-3814-5664,https://www.google.com/maps/search/?api=1&query=Villa%20Lodek%20Deluxe%20unit%20Villa%20No.%204&query_place_id=ChIJPRN2piJH0i0RheyLFZ1BMSQ,Villa,True,False,True,False,4,UDA DI CEK,6,Rendah,Rendah,1,1,0,1
Villa Mayo,5.0,7,Jl. Mataram,Badung Regency,,61 402 808 610,https://www.google.com/maps/search/?api=1&query=Villa%20Mayo&query_place_id=ChIJMYZhJABH0i0RLcFhHEVwVds,Villa,False,False,True,False,6,UDA DI CEK,7,Sedang,Rendah,0,1,1,3
Villa Mia Seminyak - Boutique Villas - I,5.0,21,Jl. Sari Dewi No.37,Badung Regency,https://www.villamiabali.com/,62 811-3940-3060,https://www.google.com/maps/search/?api=1&query=Villa%20Mia%20Seminyak%20-%20Boutique%20Villas%20-%20I&query_place_id=ChIJqayDu9FH0i0RU3EKbV8hRAk,Hotel,True,False,True,False,2,UDA DI CEK,4,Rendah,Rendah,1,1,0,1
Villa Pondok Puteh,5.0,2,Gg. Kepiting No.16,Badung Regency,,62 821-4745-6300,https://www.google.com/maps/search/?api=1&query=Villa%20Pondok%20Puteh&query_place_id=ChIJoyv49WJE0i0RtHOqxCBtTik,Hotel,False,False,False,False,3,UDA DI CEK,3,Rendah,Rendah,0,1,1,3
Villa Tokyo,5.0,4,"No. 8 B, Jl. Sari Temuku",Badung Regency,https://book.northern.estate/properties/61b9a4d970e1fc0036a03ab3,62 813-3850-6040,https://www.google.com/maps/search/?api=1&query=Villa%20Tokyo&query_place_id=ChIJfcoH-cpH0i0RAVr8RPWxrZw,Villa,False,False,False,False,0,UDA DI CEK,0,Rendah,Rendah,1,1,0,1
Villa Vulla,5.0,8,Jl. Gn. Atena I No.32,Denpasar City,,62 877-6149-4449,https://www.google.com/maps/search/?api=1&query=Villa%20Vulla&query_place_id=ChIJzx06EitH0i0RQeQXLqOuSC0,Resort hotel,False,False,False,False,5,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Zayana Villas Resort Seminyak - Deluxe Villa,5.0,8,,Badung Regency,https://br.bluepillow.com/search/65cad3ac671b07d23c709a3d/984700505?dest=bkng&cat=Villa&lat=-8.68615&lng=115.16297&language=pt,,https://www.google.com/maps/search/?api=1&query=Zayana%20Villas%20Resort%20Seminyak%20-%20Deluxe%20Villa&query_place_id=ChIJsfKCUBhH0i0Ryy1ii6ciLno,Villa,False,False,False,False,7,UDA DI CEK,7,Sedang,Sedang,1,0,2,2
Zayana Villas Resort Seminyak - Superior Villa,5.0,8,,Badung Regency,https://br.bluepillow.com/search/65cad3ac671b07d23c709a3d/984700503?dest=bkng&cat=Villa&lat=-8.68615&lng=115.16297&language=pt,,https://www.google.com/maps/search/?api=1&query=Zayana%20Villas%20Resort%20Seminyak%20-%20Superior%20Villa&query_place_id=ChIJsfKCUBhH0i0RXEBUml40qbc,Villa,False,False,False,False,7,UDA DI CEK,7,Sedang,Sedang,1,0,2,2
Zayana Villas Resort Seminyak - Three-Bedroom Villa,5.0,8,,Badung Regency,https://br.bluepillow.com/search/65cad3ac671b07d23c709a3d?dest=bkng&cat=Villa&lat=-8.68615&lng=115.16297&language=pt,,https://www.google.com/maps/search/?api=1&query=Zayana%20Villas%20Resort%20Seminyak%20-%20Three-Bedroom%20Villa&query_place_id=ChIJsfKCUBhH0i0RzMurugDf358,Villa,False,False,False,False,7,UDA DI CEK,7,Sedang,Sedang,1,0,2,2
Zayana Villas Resort Seminyak - Three-Bedroom Villa,5.0,8,,Badung Regency,https://www.freecancellations.com/search/F2cjQQEBGXMHV1BVXlkEEggLD000QFZH?lat=-8.68615&lng=115.16296&language=de,,https://www.google.com/maps/search/?api=1&query=Zayana%20Villas%20Resort%20Seminyak%20-%20Three-Bedroom%20Villa&query_place_id=ChIJ13uDUBhH0i0RRx0FgDzeyzU,Villa,False,False,False,False,7,UDA DI CEK,7,Sedang,Sedang,1,0,2,2
Zayana Villas Resort Seminyak - Villa with Private Pool,5.0,8,,Badung Regency,https://br.bluepillow.com/search/65cad3ac671b07d23c709a3d/984700504?dest=bkng&cat=Villa&lat=-8.68615&lng=115.16297&language=pt,,https://www.google.com/maps/search/?api=1&query=Zayana%20Villas%20Resort%20Seminyak%20-%20Villa%20with%20Private%20Pool&query_place_id=ChIJsfKCUBhH0i0R-txfVZVQmG8,Villa,False,False,False,False,7,UDA DI CEK,7,Sedang,Sedang,1,0,2,2
ZEN Rooms Kuta Kartika Plaza,5.0,3,Gg. Pendawa No.4x,Badung Regency,http://www.zenrooms.com/,62 855-7467-1004,https://www.google.com/maps/search/?api=1&query=ZEN%20Rooms%20Kuta%20Kartika%20Plaza&query_place_id=ChIJqU-tkaBG0i0RfNkxL_C4nUo,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,1,1,0,1
Capital O 91851 Hotel Sanjaya,1.7,32,"Bom Monumen Bali, Jl. Raya Legian Kuta, Badung",Bali,https://www.oyorooms.com/ID/195216/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_BLI395&latitude=-8.717129809553352&longitude=115.17470235005021&locale=id,62 21 29707601,https://www.google.com/maps/search/?api=1&query=Capital%20O%2091851%20Hotel%20Sanjaya&query_place_id=ChIJpbV63XhH0i0RNdKMySm354k,Hotel,True,False,True,True,10,UDA DI CEK,13,Tinggi,Sedang,1,1,0,1
Pondok vrindavan,1.7,6,"No.2 X, Jl. Taman Pancing Timur",Denpasar City,,,https://www.google.com/maps/search/?api=1&query=Pondok%20vrindavan&query_place_id=ChIJcUw_721H0i0RGbp1OybUIX8,Hotel,False,False,False,False,3,UDA DI CEK,3,Rendah,Rendah,0,0,3,4
