title,totalScore,reviewsCount,street,city,website,phone,url,categoryName,Instagram,Tiktok,Facebook,YT,ShopeeFood,GrabFood,GoFood,jumlah_sosmed_ODD,kategori,has_website,has_phone,cluster,tier
Syobak,3.8,5,"V443+XQ2, Jl. Jelantik Gingsir",Buleleng Regency,,,https://www.google.com/maps/search/?api1&querySyobak&query_place_idChIJZ0cy63qQ0S0R1UGssD5m0ec,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung De'bu,3.8,17,"C4WC+9X6, Gg. XI",Tabanan Regency,,+62 878-6091-7623,https://www.google.com/maps/search/?api1&queryWarung%20De'bu&query_place_idChIJOSTcPGk70i0RN4TtzEe2OT4,Restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
ACK Gerokgak Tabanan,2.8,50,Jl. Mawar No.59,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryACK%20Gerokgak%20Tabanan&query_place_idChIJDSiuFwA70i0R1c4Kyg1LuQI,Fast food restaurant,True,True,False,False,True,True,True,5,Tinggi,0,0,1,3
Ajik Budi Bakso Ceker,4.7,9,"R3XQ+P8W, Jl. Ki Barak Panji",Buleleng Regency,,+62 877-6174-3356,https://www.google.com/maps/search/?api1&queryAjik%20Budi%20Bakso%20Ceker&query_place_idChIJtcnPF3mb0S0R7La_vxjL3qI,Bakso restaurant,False,False,False,True,False,False,False,1,Rendah,0,1,0,2
Bakso Babi Pasar KEBON,4.7,3,"V3WR+FW4, Jl. P. Maluku",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryBakso%20Babi%20Pasar%20KEBON&query_place_idChIJWa8B3Aea0S0RpBlaYr-aHm4,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
"Bakso Bintang Solo 2 ""Cak Wo""",4.7,15,"W448+5PR, Jl. Ratulangi",Buleleng Regency,,+62 823-1939-4763,https://www.google.com/maps/search/?api1&queryBakso%20Bintang%20Solo%202%20%22Cak%20Wo%22&query_place_idChIJ2xEKE-GR0S0RlNpvsYmQP8A,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Bakso Merdeka Cak No,4.7,44,Jl. Mawar No.77,Tabanan Regency,,+62 853-3786-6898,https://www.google.com/maps/search/?api1&queryBakso%20Merdeka%20Cak%20No&query_place_idChIJ3-ts20A60i0RSyLMdk0paVU,Bakso restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Bakso Solo Bang Somat,4.7,3,"W46H+FW3, Jl. Raya Sangsit",Buleleng Regency,,+62 878-6310-0061,https://www.google.com/maps/search/?api1&queryBakso%20Solo%20Bang%20Somat&query_place_idChIJvXX7V-CX0S0RHT8xQn4QylA,Bakso restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Bakso Spesial Jumbo Solo,4.7,6,Jl. Pulau Menjangan No.4,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBakso%20Spesial%20Jumbo%20Solo&query_place_idChIJ97vyn7o70i0RXOBep3kSv-Q,Bakso restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Warung Buk Metri,4.7,10,Jl. P. Seribu No.18,Tabanan Regency,,+62 878-6000-2828,https://www.google.com/maps/search/?api1&queryWarung%20Buk%20Metri&query_place_idChIJw6NIv1860i0RnoX-ZdmZMX0,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Nasi Lawar Sari Rasa,4.7,6,"V3FH+6H4, Jl. Laksamana",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryNasi%20Lawar%20Sari%20Rasa&query_place_idChIJ84_bqGWa0S0RkYksPo_3W-I,Balinese restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Warung Bali,4.7,19,"V3HV+H5V, Jl. Yudistira",Buleleng Regency,,+62 813-5321-3769,https://www.google.com/maps/search/?api1&queryWarung%20Bali&query_place_idChIJZ50WSHaa0S0RIhJbevucl9o,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Pojok Bu Aing,4.7,9,"V3WR+C9W, Jl. Surapati",Buleleng Regency,,+62 813-5328-2755,https://www.google.com/maps/search/?api1&queryWarung%20Pojok%20Bu%20Aing&query_place_idChIJ4aUwKwaa0S0RqXsR3itKrr8,Balinese restaurant,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
Grill House Lovina,4.7,9,Jl. Seririt- Singaraja No.Desa,Buleleng Regency,,+62 362 21430,https://www.google.com/maps/search/?api1&queryGrill%20House%20Lovina&query_place_idChIJ89VA4lqa0S0RHrzqZGhZetY,Bar & grill,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
WARUNG STEAK AYAM 20,4.7,28,"F46F+J65, Jalan Gajah Mada , Delod Peken",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryWARUNG%20STEAK%20AYAM%2020&query_place_idChIJjziAO0c70i0R_RwqfT_q8mE,Barbecue restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
LOL Jelly,4.7,3,V4P5+R67,Buleleng Regency,,+62 819-0790-2261,https://www.google.com/maps/search/?api1&queryLOL%20Jelly&query_place_idChIJWcbK3emR0S0RIog6y3Zj5c8,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
WARUNG ERI (Soto Babat Sapi),4.7,236,"F46F+MF3, Jl. Kaswari",Tabanan Regency,,+62 851-0098-1505,https://www.google.com/maps/search/?api1&queryWARUNG%20ERI%20(Soto%20Babat%20Sapi)&query_place_idChIJuXPIzF460i0RqXuFfzR-IVU,Brunch restaurant,False,False,False,True,False,False,False,1,Rendah,0,1,0,2
Warung Makan Budi Nasi Ayam Guling,4.7,130,V3XW+46C,Buleleng Regency,,+62 878-6300-5361,https://www.google.com/maps/search/?api1&queryWarung%20Makan%20Budi%20Nasi%20Ayam%20Guling&query_place_idChIJ86Hkk0SR0S0RkssH6vYwK7Q,Chicken restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Restaurant Merta Sari,4.7,78,"No, Jl. A. Yani No.25D",Buleleng Regency,,+62 878-6305-3007,https://www.google.com/maps/search/?api1&queryRestaurant%20Merta%20Sari&query_place_idChIJR4rz7Aua0S0RJdK4bn4GMwo,Chinese restaurant,True,False,False,False,False,True,False,2,Sedang,0,1,0,2
UD.SWAN CHINESE FOOD,4.7,63,"F446+J82, Jl. Yeh Gangga I",Tabanan Regency,,+62 812-3627-3891,https://www.google.com/maps/search/?api1&queryUD.SWAN%20CHINESE%20FOOD&query_place_idChIJz2cokHM60i0RxsStx_fGsvA,Chinese restaurant,True,False,False,False,False,True,True,3,Sedang,0,1,0,2
Crew princess/bsa grup,4.7,6,Jl. Pantai Kerobokan No.77,Buleleng Regency,,+62 821-4551-6118,https://www.google.com/maps/search/?api1&queryCrew%20princess%2Fbsa%20grup&query_place_idChIJ12dJw2mX0S0RfBbDKKVCcTc,Family restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Alia Tipat dan Rujak,4.7,3,"W459+7VC, Jl. Raya Kerobokan",Buleleng Regency,,+62 813-3827-9995,https://www.google.com/maps/search/?api1&queryWarung%20Alia%20Tipat%20dan%20Rujak&query_place_idChIJqS5PYuqX0S0Rgl2_mmXkddI,Family restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
ACK Jepun Tabanan,4.7,18,Jl. Jepun No.88A,Tabanan Regency,http://ackcompany.com/,+62 878-6189-0023,https://www.google.com/maps/search/?api1&queryACK%20Jepun%20Tabanan&query_place_idChIJ0fDdEAA70i0RiAurAWF7NRw,Fast food restaurant,False,False,False,False,True,True,True,3,Sedang,1,1,2,1
Se'Indonesia - Singaraja (Delivery & Takeaway),4.7,12,"Jalan Nusa Indah. 4, Ruko No.2",Buleleng Regency,https://seindonesia.co.id/,,https://www.google.com/maps/search/?api1&querySe'Indonesia%20-%20Singaraja%20(Delivery%20%26%20Takeaway)&query_place_idChIJ8XRqCACb0S0R_2f7qROHjZo,Fast food restaurant,True,False,False,False,False,False,False,1,Rendah,1,0,2,1
Warung Namastu,4.7,3,Jl. Ngurah Rai No.1,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Namastu&query_place_idChIJ-RX4gdCb0S0RhfFjdzPeRrQ,Indonesian restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Bu Jero,4.7,6,"V3CG+GMR, Jl. Fajar Utama",Buleleng Regency,,+62 819-1668-2476,https://www.google.com/maps/search/?api1&queryWarung%20Bu%20Jero&query_place_idChIJW1U_Q4yb0S0RgDzotpNxseQ,Javanese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Jawa,4.7,12,"V3RJ+224, Banyuasin",Buleleng Regency,,+62 821-4488-2915,https://www.google.com/maps/search/?api1&queryWarung%20Jawa&query_place_idChIJD_ZE-bab0S0RalvIoF4r_II,Javanese restaurant,False,False,True,False,False,False,True,2,Sedang,0,1,0,2
Warung Larossa Banyuwangi,4.7,3,"F439+4W5, Jl. Jepun",Tabanan Regency,,+62 853-3914-7666,https://www.google.com/maps/search/?api1&queryWarung%20Larossa%20Banyuwangi&query_place_idChIJTUiU70I60i0R7SuDBaNgTsU,Javanese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
DEPOT Primadona,4.7,26,Jl. Anyelir No.531,Tabanan Regency,,+62 818-0534-2113,https://www.google.com/maps/search/?api1&queryDEPOT%20Primadona&query_place_idChIJeZb-N2k60i0R27y3jVQrNvg,Nasi goreng restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Nyoman,4.7,3,"V3JP+XJ7, Jl. Abimanyu",Buleleng Regency,,+62 821-4406-3990,https://www.google.com/maps/search/?api1&queryWarung%20Nyoman&query_place_idChIJmRD8tEGb0S0R7C5EOT_3rtY,Nasi goreng restaurant,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
Warung Pak Angga,4.7,32,Jl. Ratna No.10,Tabanan Regency,,+62 815-5871-7273,https://www.google.com/maps/search/?api1&queryWarung%20Pak%20Angga&query_place_idChIJdVwFdV460i0Ro5ZkTPvoYms,Nasi goreng restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
LALAPAN GLORY,4.7,13,Gg. Klp. No.1A,Buleleng Regency,,+62 819-3632-4904,https://www.google.com/maps/search/?api1&queryLALAPAN%20GLORY&query_place_idChIJvzrzS4qb0S0RGMfwV_pxZ7A,Nasi restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Nasi Kuning Bu Anik Dekat Fuji Film,4.7,13,"V3QQ+WCR, Jl. A. Yani",Buleleng Regency,,+62 877-6225-0330,https://www.google.com/maps/search/?api1&queryNasi%20Kuning%20Bu%20Anik%20Dekat%20Fuji%20Film&query_place_idChIJw7OTh8eb0S0RxNgR-sOBoek,Nasi restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
WARUNG ALFAREZI,4.7,34,Jl. Jepun Jl. Pasar Kodok (OB,Tabanan Regency,,+62 857-3719-7424,https://www.google.com/maps/search/?api1&queryWARUNG%20ALFAREZI&query_place_idChIJz9FtyxE70i0RNWrASvtoqno,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Peteluan 123,4.7,12,Jl. Gajah Mada No.123,Tabanan Regency,,+62 812-3968-8762,https://www.google.com/maps/search/?api1&queryWarung%20Peteluan%20123&query_place_idChIJvY9Zy1460i0RVTjxSDCOsrM,Nasi restaurant,False,False,True,False,False,False,False,1,Rendah,0,1,0,2
Domino's Pizza,4.7,536,Jl. A. Yani No.52,Buleleng Regency,https://pizza-restoran.dominos.co.id/domino-s-pizza-singaraja-bali-pizza-restaurant-kabupaten-buleleng-singaraja-490454/Home?utm_sourcelocator&utm_mediumgoogleplaces,+62 1 500 366,https://www.google.com/maps/search/?api1&queryDomino's%20Pizza&query_place_idChIJTSPeIYqb0S0RgnAr8RTZt4k,Pizza restaurant,True,True,True,True,True,True,True,7,Sangat tinggi,1,1,2,1
Es Waneng,4.7,144,Jl. Mawar No.25,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryEs%20Waneng&query_place_idChIJxyheu0Q60i0RK_uZrc2Qc9c,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Kedai Etnik,4.7,112,Jl. Nusa Indah No.21,Buleleng Regency,,+62 888-2846-134,https://www.google.com/maps/search/?api1&queryKedai%20Etnik&query_place_idChIJ53cTUHOa0S0RMZDet0i9Dyk,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Secret Garden Restaurant,4.7,658,Jl. Pura Dalem Jalan Raya Lovina-Singaraja No.Desa,Buleleng Regency,https://secretgarden.rupagencymockup.com/,+62 887-3321-007,https://www.google.com/maps/search/?api1&querySecret%20Garden%20Restaurant&query_place_idChIJu7Db_-Ka0S0RSyHGifETfxs,Restaurant,True,False,True,False,False,False,False,2,Sedang,1,1,2,1
Student Coffee & 10 Districts Eatery,4.7,218,Jl Cempaka Hijau No.9 Bypass Kediri,Tabanan Regency,,+62 811-3869-909,https://www.google.com/maps/search/?api1&queryStudent%20Coffee%20%26%2010%20Districts%20Eatery&query_place_idChIJ6-049T470i0R5JVR0Tjepik,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
The Pantry at Roemah Soenda Ketjil,4.7,15,Jl. Ngurah Rai No.5,Buleleng Regency,,+62 818-0587-9888,https://www.google.com/maps/search/?api1&queryThe%20Pantry%20at%20Roemah%20Soenda%20Ketjil&query_place_idChIJ-erDucab0S0RaxstrCf_ZkM,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Bonny,4.7,3,"R3XQ+GG8, Jl. Ki Barak Panji",Buleleng Regency,,+62 859-6421-5377,https://www.google.com/maps/search/?api1&queryWarung%20Bonny&query_place_idChIJZ0uJj22b0S0RWE42Mm4lyVg,Restaurant,False,False,True,False,False,False,False,1,Rendah,0,1,0,2
Warung DKI,4.7,164,Gg. IA No.1,Tabanan Regency,,+62 812-3668-4381,https://www.google.com/maps/search/?api1&queryWarung%20DKI&query_place_idChIJ04MsoFw60i0Re1uww-1VfY0,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Lestari,4.7,130,"V375+X8M, Jl. Singaraja-Gilimanuk",Buleleng Regency,,+62 877-6253-3200,https://www.google.com/maps/search/?api1&queryWarung%20Lestari&query_place_idChIJZankilea0S0RojKYkXpaX2E,Restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Pecel Pincuk Khas Madiun,4.7,17,Jl. Dr. Ir. Soekarno No.77X,Tabanan Regency,,+62 812-3357-2376,https://www.google.com/maps/search/?api1&queryWarung%20Pecel%20Pincuk%20Khas%20Madiun&query_place_idChIJnbVRV0I60i0RKnsAclJNv5Q,Restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Pojok 21 (Lawar Dolong),4.7,3,"V3MQ+4F8, Jl. Sahadewa",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Pojok%2021%20(Lawar%20Dolong)&query_place_idChIJ1dpze3Sa0S0RJMI3vgLX8aw,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Taman Bali,4.7,216,"kalibukbuk ,lovina, Jl. Mawar",Buleleng Regency,,+62 821-4649-2333,https://www.google.com/maps/search/?api1&queryWarung%20Taman%20Bali&query_place_idChIJSwFN-9Gb0S0RkwR8up8GH4s,Restaurant,True,False,True,False,False,True,False,3,Sedang,0,1,0,2
Sate Bik Ngah Singaraja,4.7,7,"V3WV+J48, Jl. Surapati",Buleleng Regency,,,https://www.google.com/maps/search/?api1&querySate%20Bik%20Ngah%20Singaraja&query_place_idChIJ84tguUmb0S0R5nIWEKUpds0,Satay restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Sate Tauco Kho Lin,4.7,63,Jl. P. Plores,Buleleng Regency,,+62 819-3634-4477,https://www.google.com/maps/search/?api1&querySate%20Tauco%20Kho%20Lin&query_place_idChIJvQzK6Qea0S0RFhn8H70zqoo,Satay restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Ibu Wina,4.7,417,Jl. Mawar,Buleleng Regency,,+62 813-3759-6912,https://www.google.com/maps/search/?api1&queryWarung%20Ibu%20Wina&query_place_idChIJsR_4eT6b0S0RZD68ignj2tQ,Seafood restaurant,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
Warung PP Ikan Bakar,4.7,484,,Buleleng Regency,,+62 812-3811-841,https://www.google.com/maps/search/?api1&queryWarung%20PP%20Ikan%20Bakar&query_place_idChIJ4al4YkGa0S0Ron5owaFWehI,Seafood restaurant,False,False,True,False,False,False,False,1,Rendah,0,1,0,2
Kedai Gangga Singaraja,4.7,18,Jl. Tribrata,Buleleng Regency,,+62 859-5676-0222,https://www.google.com/maps/search/?api1&queryKedai%20Gangga%20Singaraja&query_place_idChIJL9BdbNSR0S0RVmKKiDFwTmM,Snack bar,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Sushi ML,4.7,20,Jl. Nusa Indah No.2,Buleleng Regency,,+62 812-4617-1709,https://www.google.com/maps/search/?api1&querySushi%20ML&query_place_idChIJgzFe2a6b0S0RfuoX3SFkbZs,Sushi restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Tipat Tahu Buleleng,4.7,3,"V3MJ+6XQ, Jl. Rampai",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryTipat%20Tahu%20Buleleng&query_place_idChIJg2g4GIWb0S0Re4VgeVV7iWY,Tofu restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Depot Vegetarian Sederhana Sehat,4.7,36,Jl. Acarya Graha No.9,Buleleng Regency,,+62 852-3868-4191,https://www.google.com/maps/search/?api1&queryDepot%20Vegetarian%20Sederhana%20Sehat&query_place_idChIJZdBXQ3Oa0S0RFI2NHUVa7ho,Vegetarian restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Nasi Wayan Gerembeng,3.7,3,"V3WR+7WW, Jl. P. Maluku",Buleleng Regency,,+62 819-3654-5082,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Wayan%20Gerembeng&query_place_idChIJz6ZIdAia0S0RM15PXWdsivw,Asian restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
AYAM GEPREK CAKNO,3.7,15,Jl. Mawar No.80,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryAYAM%20GEPREK%20CAKNO&query_place_idChIJW-2-dgA70i0RVi9sqjOFXu4,Brunch restaurant,False,False,True,False,False,True,True,3,Sedang,0,0,1,3
Chic Prek (Spesial Geprek),3.7,3,"Toko Timbangan Budi, Jl. Dr. Ir. Soekarno - Bypass Pesiapan",Tabanan Regency,http://www.instagram.com/chicprekbali,+62 821-3702-8918,https://www.google.com/maps/search/?api1&queryChic%20Prek%20(Spesial%20Geprek)&query_place_idChIJG-v2_5Y70i0R3yQXBxaFRO0,Chicken restaurant,False,False,False,False,False,False,True,1,Rendah,1,1,2,1
Milakitchen ayam goreng Kartika,3.7,3,Jl. Udayana No.7,Buleleng Regency,,+62 822-4783-7030,https://www.google.com/maps/search/?api1&queryMilakitchen%20ayam%20goreng%20Kartika&query_place_idChIJx9FRdj-b0S0RsuRxntOkgJ0,Chinese restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Rajata Fried Chicken,3.7,3,Jl. Pulau Menjangan,Buleleng Regency,,+62 878-1941-6262,https://www.google.com/maps/search/?api1&queryRajata%20Fried%20Chicken&query_place_idChIJZ-qUNQCR0S0R0jJxUTSKrOM,Fast food restaurant,False,True,True,False,False,True,False,3,Sedang,0,1,0,2
Cilok Mas Brow,3.7,3,Jl. Rajawali No.7,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryCilok%20Mas%20Brow&query_place_idChIJm5-EEAA70i0R8X6fxJREHpk,Indonesian restaurant,False,False,True,False,False,False,True,2,Sedang,0,0,1,3
Nasi Goreng Jawara 22,3.7,3,Jl. Anyelir,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryNasi%20Goreng%20Jawara%2022&query_place_idChIJX7GBNQA70i0RFVDRWN2J-Rc,Indonesian restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Warung Sio Bak Terminal Kampung Tinggi,3.7,6,"Terminal Kampung Tinggi, Jl. Surapati",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Sio%20Bak%20Terminal%20Kampung%20Tinggi&query_place_idChIJ4UsPEwCb0S0R1IYFbv0KN7U,Indonesian restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Nasi Angin Dimas 2,3.7,9,"F43C+832, Jl. Jepun",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryNasi%20Angin%20Dimas%202&query_place_idChIJUzXK83Y70i0RbKcB29dtwmQ,Nasi restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Kober Mie Bali - Tabanan,3.7,1854,,Tabanan Regency,,+62 813-3233-2336,https://www.google.com/maps/search/?api1&queryKober%20Mie%20Bali%20-%20Tabanan&query_place_idChIJhXTZXhs70i0R5WYJNoAmA8M,Restaurant,True,True,False,False,True,True,True,5,Tinggi,0,1,0,2
Nasi Kuning Telkom,3.7,3,"V3QR+3MH, Jl. Rama",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryNasi%20Kuning%20Telkom&query_place_idChIJY3KBbvab0S0RovClrTcjl94,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Paon Men Ayu,3.7,6,Jl. Bisma Bar. No.15,Buleleng Regency,,+62 362 27374,https://www.google.com/maps/search/?api1&queryPaon%20Men%20Ayu&query_place_idChIJDx0wF3ea0S0RB6GfgNR3IWM,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Sea Sky Beach Club Lovina,3.7,114,"V362+76J, Jl. Seririt- Singaraja",Singaraja,,,https://www.google.com/maps/search/?api1&querySea%20Sky%20Beach%20Club%20Lovina&query_place_idChIJ4fk1feeb0S0RX_IuDIbGmRg,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,0,1,3
Warung babi guling singaraja,2.7,25,"V3FM+X2F, Jl. Laksamana-Baktiseraga",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20babi%20guling%20singaraja&query_place_idChIJzaG8NTeb0S0RUOfideJWPOk,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Bakso Balung Lapangan Panji,4.6,11,"V38Q+3W2, Jl. Srikandi",Buleleng Regency,,+62 877-6244-0699,https://www.google.com/maps/search/?api1&queryBakso%20Balung%20Lapangan%20Panji&query_place_idChIJv2yt4Tib0S0R2pReYXzJlb0,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Eric Dolphin Restaurant,4.6,267,Jl. Seririt- Singaraja,Buleleng Regency,https://ericdolphinrestaurant.com/,,https://www.google.com/maps/search/?api1&queryEric%20Dolphin%20Restaurant&query_place_idChIJ8yOf6RSb0S0RaybMi9SZwjg,Balinese restaurant,False,False,True,False,False,False,False,1,Rendah,1,0,2,1
Warung Asri Jambe,4.6,1202,Jl. Jalak Putih No.1,Tabanan Regency,,+62 813-6862-7652,https://www.google.com/maps/search/?api1&queryWarung%20Asri%20Jambe&query_place_idChIJL027WvY60i0R2OXg70hmeqE,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Reyno,4.6,116,F48F+855,Tabanan Regency,https://www.instagram.com/p/CLQcyUBgO0S/,,https://www.google.com/maps/search/?api1&queryWarung%20Reyno&query_place_idChIJSwxhp7I70i0RidRxJfOUii0,Breakfast restaurant,True,False,True,False,False,False,False,2,Sedang,1,0,2,1
Depot Selera,4.6,9,Jl. P Ceningan No.9,Tabanan Regency,,+62 821-4548-5006,https://www.google.com/maps/search/?api1&queryDepot%20Selera&query_place_idChIJF2YiGq070i0RQKZtBOlfrxk,Chinese restaurant,True,False,False,False,False,True,False,2,Sedang,0,1,0,2
Warung Sembilan,4.6,143,"V3MQ+7XW, Jl. Sahadewa",Buleleng Regency,,+62 819-3661-4240,https://www.google.com/maps/search/?api1&queryWarung%20Sembilan&query_place_idChIJxfqnWHSa0S0RYZylx9c2azA,Diner,True,True,False,False,False,False,True,3,Sedang,0,1,0,2
Dkriuk Fried Chicken Tabanan Kota,4.6,9,Jl. Kaswari No.20,Tabanan Regency,,+62 819-3511-6131,https://www.google.com/maps/search/?api1&queryDkriuk%20Fried%20Chicken%20Tabanan%20Kota&query_place_idChIJU1ZeTe470i0R10I7nluAHDY,Fast food restaurant,True,False,False,False,False,True,True,3,Sedang,0,1,0,2
Steak Bento Tabanan,4.6,18,"Perumahan Kutuh Residence, Blk. G No.20",Tabanan Regency,,+62 822-3708-0980,https://www.google.com/maps/search/?api1&querySteak%20Bento%20Tabanan&query_place_idChIJw72jSgA70i0RJmDrlwNOznc,Fast food restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Tahu Garing TAGAR Clandy's,4.6,48,,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryTahu%20Garing%20TAGAR%20Clandy's&query_place_idChIJ6eosar6R0S0RKic6O7Hk9es,Fast food restaurant,True,False,False,False,False,False,False,1,Rendah,0,0,1,3
