title,totalScore,reviewsCount,street,city,website,phone,url,Instagram,Tiktok,Facebook,YouTube,jumlah_sosmed,kategori,has_website,has_phone,cluster,tier
MBM BALI RENTAL,5,2,"56W8+QQM, Jl. Siligita No.24A",Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=MBM%20BALI%20RENTAL&query_place_id=ChIJofjQLQBD0i0RQ_1TutvZ5lg,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,0,5,2
Dana Yoga Tours & Travel,2.7,117,Jl. Raya Legian No.133A,Kabupaten Badung,https://danayogafastboat.com/,+62 812-3820-2363,https://www.google.com/maps/search/?api=1&query=Dana%20Yoga%20Tours%20%26%20Travel&query_place_id=ChIJ9-ZxyMJH0i0RuY9g2COkdrM,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Paradise Parties Bali - Bucks Parties | Hens Nights,4.9,125,Jl. Benesari No.20,Kabupaten Badung,https://www.paradisepartiesbali.com/,+61 410 935 670,https://www.google.com/maps/search/?api=1&query=Paradise%20Parties%20Bali%20-%20Bucks%20Parties%20%7C%20Hens%20Nights&query_place_id=ChIJf4tHE1RH0i0RcB8znpm8WNc,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Bar Booze'S Cool - Beer Bus Bali,5,145,Jl. Patih Jelantik No.200X,Kabupaten Badung,http://www.beerbusbali.com/,+62 853-3368-3334,https://www.google.com/maps/search/?api=1&query=Bar%20Booze'S%20Cool%20-%20Beer%20Bus%20Bali&query_place_id=ChIJQfqfIB5H0i0RDpSDIxANOQc,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Bali Drone Guide & Tours,4.9,24,"Asrama polsek, Jl. Raya Kuta No.16",Kabupaten Badung,http://www.balidroneguide.com/,+62 822-3740-0214,https://www.google.com/maps/search/?api=1&query=Bali%20Drone%20Guide%20%26%20Tours&query_place_id=ChIJe7xQcoRH0i0REeh7jVyv8Ak,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Nusa Penida Tour,4.7,50,Jalan Raya Adegan,Regency,https://nusapenidatour.com/,+62 813-3910-4242,https://www.google.com/maps/search/?api=1&query=Nusa%20Penida%20Tour&query_place_id=ChIJ0cLiD05y0i0RjJhFuTCdPBU,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,1,1
One Day Trip Nusa Penida - Nusapenidatourist.com,4.9,21,,Kabupaten Klungkung,https://nusapenidatourist.com/,+62 813-3957-1909,https://www.google.com/maps/search/?api=1&query=One%20Day%20Trip%20Nusa%20Penida%20-%20Nusapenidatourist.com&query_place_id=ChIJq43wa9dz0i0R-hEXksbQpTs,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
PENIDAJAYATOUR | PRIVATE TOUR NUSA PENIDA,5,20,7GX6+9PP,Kabupaten Klungkung,,+62 853-3809-0140,https://www.google.com/maps/search/?api=1&query=PENIDAJAYATOUR%20%7C%20PRIVATE%20TOUR%20NUSA%20PENIDA&query_place_id=ChIJ6x8usy9y0i0Rh2o-vkcnKZw,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,4
Pemandu Wisata/travel,5,4,"7GX6+8R8, Unnamed Road,",Kabupaten Klungkung,http://www.hellonusapenida.blogspot.com/,+62 852-3791-5545,https://www.google.com/maps/search/?api=1&query=Pemandu%20Wisata%2Ftravel&query_place_id=ChIJmfKHTS5y0i0RA00TkfNnsnI,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Permata Nusa Penida,5,11,,Kabupaten Klungkung,,+62 823-4173-7338,https://www.google.com/maps/search/?api=1&query=Permata%20Nusa%20Penida&query_place_id=ChIJo50CrTpy0i0RzMcJvhTJ9Ok,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
King Agung Tour Travel,5,26,Jl. Dewi Sri I No.10-16,Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=King%20Agung%20Tour%20Travel&query_place_id=ChIJV5ANBQBH0i0RCElqmSfctuQ,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,0,5,2
Dom Tour and Travel,5,8,Jl. Marga Puri Ayu,Kota Denpasar,https://docs.google.com/document/d/1KrRl2PsoCpdX9NYgB5e5rOhlDGp9Ktb0pxRPlEcIYM8/edit?usp=drivesdk,+62 812-3914-2997,https://www.google.com/maps/search/?api=1&query=Dom%20Tour%20and%20Travel&query_place_id=ChIJORDHG6VH0i0RM1T4wBY7Zow,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Andara Bali Tour,0,0,Jl. Dewi Sri II,Kabupaten Badung,,+62 856-0435-3081,https://www.google.com/maps/search/?api=1&query=Andara%20Bali%20Tour&query_place_id=ChIJqfqtdqBB0i0Rt9KTejq1x8c,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,3,6
Manta Snorkeling trip,2,1,"Gamat bay, Jln. Raya Sakti",Kabupaten Klungkung,,+62 822-4782-9798,https://www.google.com/maps/search/?api=1&query=Manta%20Snorkeling%20trip&query_place_id=ChIJe0_PWQdt0i0RWTiE8ySDKso,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,3,6
